STT;Loại hàng hóa;Tên hàng hóa;Đơn vị tính;Thông số kỹ thuật;Giá thẩm định(VND);Chứng thư thẩm định số;Ngày thẩm định;Nguồn dữ liệu;Người thẩm định
1002;;Thùng rác;Cái;"Việt Nam
Thùng rác: 
 Thùng rác được làm từ nhựa PP cao cấp, cho độ bền cao, khả năng chống lão hóa tốt Kích thước: 345 x 34 x 44 cm";200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1003;;Giá phơi đồ di động;Cái;"Việt Nam
Giá phơi đồ di động: 
 Thiết kế gồm 2 thanh phơi cao thấp khác nhau, có thể phơi được ở cả 2 đầu giàn
Khung inox hộp 25x25(mm), thanh phơi phi 19 có zic zắc tăng cứng và chống xô dạt quần áo Bạn có thể mắc quần áo vào các zic zắc hoặc mắc trực tiếp lên thanh phơi đều được
Kích thước: Dài 1m, rộng chân 60cm, cao 14cm
Phụ kiện kèm theo giàn phơi bao gồm: chân đế cao su, bộ bu lông ốc vít bằng inox
- Vật liệu inox 304, có 2 tầng phơi, bánh xe bằng cao su nhựa, có thể di chuyển dễ dàng";1134000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1004;;Giá phơi khăn mặt ;Cái;"Việt Nam
Giá phơi khăn mặt:
KT:1000 x 450 x 1100 mm
Vật liệu: Toàn bộ làm bằng inox 304 không nhiễm từ Giá được chia làm 04 tầng phơi khăn, trong đó 04 tầng dưới phơi 02 mặt được làm bằng inox F12 và F16, với tổng số dây phơi là 09 Chiếc Chân và trụ của giá được làm bằng inox hộp vuông 20x20 và 25 x 25 Trên đỉnh 02 thanh trụ là 02 quả bóng inox F30 Hai bên giá tạo hình trái tim từ inox ống F12 Chân có bánh xe F50 giúp di chuyển dễ dàng Phơi được khoảng 40 khăn không chồng lên nhau, đảm bảo chắc chắn, an toàn Các mối hàn được thực hiện bằng công nghệ hàn TIG, có khí argon bảo vệ mối hàn tránh hiện tượng ô xi hóa";1350000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1005;;Rổ nhựa để đồ giặt ;Cái;"Việt Nam
Giá phơi đồ di động: 
-Chất liệu nhựa pp 100% nguyên chất";80000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1006;;Máy hấp khăn;Cái;"
Tủ hấp khăn 
Kích thước (dài x rộng x cao): 710x600x1450
Điện áp: 220V/50Hz – 380V/60Hz
Công suất: 6 Kw đến 10Kw
Số khay: 8 Khay
Dạng khay: Khay phẳng/ khay lỗ
Kích thước khay: 400x 600X 50mm
Chất liệu chính: Inox 201 (hoặc Inox 304)
Nhiên liệu:  Điện
Nhiệt độ: 50 – 100 độ C
";9000000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1007;;Giường đơn ;Bộ;"Việt Nam
Giường đơn : 
 Kích thước (Dài x Rộng x Cao): 1900 x 900 x 540 mm
Chân giường ống inox phi 32 mm
Khung giường hộp 30 x 60 mm
Dát giường hộp 10 x 40 mm Nan đỡ dát giường hộp vuông 25 mm
Nan dọc đầu giường ống phi 13 mm
 Lan can giường ống phi 19 mm 
Chân đế cao su";1800000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1008;;Đệm bọc da;bộ;"Việt Nam
Đệm bọc da:
 - Kích thước: D2000xS800xC100mm
 - Mô tả: Đệm nỉ bọc da (Theo KT giường)";900000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1009;;Đồng hồ treo tường;Cái;"Việt Nam
Đồng hồ :- Kích thước: 370x360x50 mm- Mô tả: Chất liệu nhựa bền đẹp, chắc chắn";350000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1010;;Tủ để đồ;Cái;"Việt Nam
Tủ để đồ: 
Dạng tủ đứng cao hàn liền khối được chia thành 8 khoang riêng biệt, tủ có 8 cánh kèm 8 khóa liền Locker,tay nắm âm bằng nhựa kiểu hiện đại
Kích thước: Rộng 1000 x Sâu 450 x Cao 1830mm
Chất liệu: Thép cuộn cán nguội 06mm phun sơn tĩnh điện";1600000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1011;;Ga trải đệm;bộ;"bộ
Ga trải đệm
Chất liệu : Vải 100% cotton
Ga bo chun 4 góc ,chất liệu coton";280000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1012;;Gối;Cái;"bộ
Gối
Vỏ gối ghim bông 45*65cm + ruột gối";150000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1013;;Cây nước nóng lạnh ;Cái ;"
Cây nước ấm lạnh có giá để cốc:
- Công suất: 570W, Nóng 450W - Lạnh 120W
- Nhiệt độ nước hãng công bố: Nóng ≥ 90°C, Lạnh ≤ 10°C
- Nhiệt độ nước thực tế: Nóng ≥ 90°C, Lạnh ≤ 10°C (Nhiệt độ nước thực tế sẽ phụ thuộc vào nhiệt độ môi trường và thể tích nước lấy ra)
-Năng suất làm nóng, lạnh: Nóng 4 lít/giờ, Lạnh 2 lít/giờ
- Chất liệu bình chứa: Inox 304
- Dung tích bình chứa: Nóng 08 lít - Lạnh 2 lít
- Hệ thống làm lạnh: Làm lạnh bằng Block (máy nén) cho độ lạnh sâu
- Điện năng tiêu thụ: 057 kW/h
- Tiện ích: Có nước nguội; Có khoang chứa đựng ly tách; Khay hứng nước
;Có đèn báo nóng lạnh
- Chế độ an toàn: Khóa vòi nước nóng; Tự ngắt điện khi nước đủ nóng, lạnh; Công tắc nóng lạnh độc lập; Tự ngắt khi bình nóng cạn nước
- Kích thước, khối lượng: Cao 100 cm - Ngang 31 cm - Sâu 35 cm - Nặng 1378 kg
";3490000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1014;;Cốc thủy tinh uống nước ;Cái ;"
Ly thủy tinh:
Dung tích: 230ml
Đường kính: 7cm
Chiều cao: 8cm
";4500;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1015;;Bàn làm việc;Cái ;"
Bàn làm việc :
- Kích thước: R1200xS600xC750 mm
- Mô tả: Bàn sử dụng gỗ MFC cao cấp màu vân gỗ sáng Bàn có ngăn hộc dài sát đất bao gồm 1 ngăn kéo + 1 cánh tủ có khóa an toàn; có 1 khay để bàn phím và 1 kệ CPU; mặt bàn dày 25mm, ngăn bàn các tấm chắn làm bằng gỗ dày 18mm";1350000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1016;;Ghế làm việc;Cái ;"
Ghế gập: 
- Kích thước: R480xS515xC890 mm
- Mô tả: Kết cấu vững chắc với khung Inox D22, đệm tựa mút bọc PVC
- Ghế có thể gấp lại tiện dụng";440000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1017;;Thùng rác;Cái ;"
Kích thước: 345x340x440mm
Chất liệu nhựa pp nguyên chất 100% có nắp đạy ngăn mùi hôi từ rác Có thùng đựng rác riêng biệt, có chỗ đạp chân mở đẩy, dễ lau chùi sản phẩm";200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1018;;Móc treo quần áo;Cái;"
Móc treo quần áo:
- Bằng Inox 304, Cấu tạo gồm 1 thanh ngang và nhiều chấu chia sẵn (5 chấu, 6 chấu, 7 chấu), người dùng chỉ cần mắc quần áo lên mà không cần sử dụng thêm móc phụ ";160000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1019;;Rèm cầu vồng;m2;"
Rèm cầu vồng  :
- Kích thước: R830xC1900 mm,
- Mô tả: Vải sợi cơ bản polyester 100% với hai vân vải xen kẽ nhau và cách nhau khoảng 8-10cm Hai vân vải bao gồm: 1 vân vải chính và 1 vân vải voan được dệt mỏng Hộp rèm bao gồm tất cả các linh kiện hộp rèm phía trên, thanh ray trục xoay rèm Tất cả các bộ phận này đều được làm bằng hợp kim nhôm chống rỉ sét, có độ bền rất cao";430000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1020;;Tủ để đồ  ;Cái;"
Kích thước: 345x340x440mm
Chất liệu nhựa pp nguyên chất 100% có nắp đạy ngăn mùi hôi từ rác Có thùng đựng rác riêng biệt, có chỗ đạp chân mở đẩy, dễ lau chùi sản phẩm";22800000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1021;;Giá để giày dép ;Cái;"
Móc treo quần áo:
- Bằng Inox 304, Cấu tạo gồm 1 thanh ngang và nhiều chấu chia sẵn (5 chấu, 6 chấu, 7 chấu), người dùng chỉ cần mắc quần áo lên mà không cần sử dụng thêm móc phụ ";4880000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1022;;Băng ghế để trẻ thay giầy dép ;Cái;"
Rèm cầu vồng  :
- Kích thước: R830xC1900 mm,
- Mô tả: Vải sợi cơ bản polyester 100% với hai vân vải xen kẽ nhau và cách nhau khoảng 8-10cm Hai vân vải bao gồm: 1 vân vải chính và 1 vân vải voan được dệt mỏng Hộp rèm bao gồm tất cả các linh kiện hộp rèm phía trên, thanh ray trục xoay rèm Tất cả các bộ phận này đều được làm bằng hợp kim nhôm chống rỉ sét, có độ bền rất cao";5400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1023;;Giá góc xây dựng ;Cái;"Giá góc xây dựng :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu, để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1024;;Giá góc học tập  R1200xS300xC800 mm;Cái;"Giá góc học tập:
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu, để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1025;;Giá góc nghệ thuật  ;Cái;"Giá góc nghệ thuật :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu ,để thông 02 mặt, gồm 3 tầng (4 đợt)Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mmGỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ ,bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên ,sơn PU bóng
- Giá thiết kế có bánh xe ,có chốt phanh nên rất linh động trong việc di chuyển,thay đổi,sắp xếp đồ trong phòng ";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1026;;Giá góc thực hành cuộc sống  R1200xS300xC800 mm;Cái;"Giá góc thực hành cuộc sống  :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu, để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1027;;Giá góc ứng dụng các pp tiên tiến  R1200xS300xC800 mm;Cái;"Giá góc ứng dụng các pp tiên tiến  :
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
-  Giá được thiết kế không có hậu ,để thông 02 mặt, gồm 3 tầng (4 đợt) Giá có 2 hồi có gờ cao lên 30 mm so với mặt giá và có khoét lỗ tay cầm hình tròn Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng ";4480000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1028;;Giá góc bán hàng R600 x S300 x C1200mm;Cái;"Giá góc bán hàng  :
-Thiết kế gồm 3 giá độc lập ,có thể ghép thành khối  lại với nhau theo mục đích sử dụng:
Giá bán hàng : R600 x S300 x C1200mm (có 2 giá)
Giá bày đồ: 1200 x 300 x 800 mm (có 1 giá)
- Giá bán hàng chia làm 4 ngăn, có hậu Tại các ngăn ,bố trí các đợt đặt chéo 15 độ, có gờ chắn cao 50 mm chặn phía trước để tránh rơi đồ Giá bày đồ chia làm 3 tầng, 2 tầng trên mỗi tầng chia đều 2 ô, tầng dưới cùng chia đều 3 ô để bày đồ chơi và học liệu Giá bán hàng không hậu để trẻ đứng bán hàng Chất liệu giá bằng gỗ cao su loại AA dày 18mm Gỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ, bền đẹp của sản phẩm Giá để để vân gỗ tự nhiên, sơn PU bóng
- Giá thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng";13140000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1029;;Giá góc văn học R1200xS300xC800 mm;Cái;"Giá góc văn học : 
- Kích thước: R1200xS300xC800 mm (chiều cao tính cả bánh xe)
- Giá được thiết kế chia làm 4 ngăn ,4 tầngHai hồi bên cạnh làm để văn gỗ ,các mặt của các ngăn sơn bệt màu trắng Chất liệu giá bằng gỗ cao su loại AA dày 18mmGỗ đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh,đảm bảo tính thẩm mỹ ,bền đẹp của sản phẩm 
- Giá thiết kế có bánh xe ,có chốt phanh nên rất linh động trong việc di chuyển,thay đổi,sắp xếp đồ trong phòng ";5680000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1030;;Tủ bếp, giá góc gia đình D400 x R400 x C900mm;Cái;"Tủ đồ chơi chủ đề gia đình:
- Kích thước:
Tủ lạnh 2 cánh: D400 x R400 x C900mm
Bếp ga ,máy giặt,chậu rửa ,bàn chờ: D400 x R400 x 550 mm 
- Tủ đồ chơi bào gồm 1 tủ lạnh và các thiết bị bếp như: 1 bếp ga thiết kế có lò nướng phía dưới, 1 bàn chậu rửa có bồn inox và có vòi nhựa, 1 bàn chờ Tất cả đều là mô hình là mô hình mô phỏng các thiết bị quen thuộc trong gia đình để bé làm quen, phân biệt các thiết bị sử dụng hàng ngày Bên trong các ô tủ bố trí có đợt hoặc không có đợt để cất đồ dùng, đồ chơi Sản phẩm mang tính thẩm mỹ và giáo dục cao trong các tiết học của trẻ 
 -Vật liệu: Bằng gỗ cao su loại AA, dày 18mm không mắt đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, đảm bảo tính thẩm mỹ bền đẹp của sản phẩm
-Các khói tủ thiết kế có bánh xe, có chốt phanh nên rất linh động trong việc di chuyển, thay đổi, sắp xếp đồ trong phòng
";10400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1031;;Bộ bàn ghế ăn mi ni;Bộ ;"Bộ bàn ghế ăn mi ni
 Bộ bàn ghế gồm 1 bàn và 6 ghế Chất liệu là gỗ cao su ghép thanh cao cấp loại AA, đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, sơn phủ bóng cao cấp đảm bảo tính thẩm mỹ bền đẹp của sản phẩm Bàn hình elip,kích thước bàn : D120xR80 x C50 cm: Ghế gỗ cho trẻ có kích thước: mặt ghế R27xS25cm, cao 25cmMặt ghế sơn phủ pu bóng mờ các màu khác nhau (trắng,vàng nhạt,xanh lá nhạt) Khung ghế màu đồng màu với nội thất phòng ,đồng thời có thể xếp chồng lên nhau ";8440000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1032;;Bàn cho trẻ ;Cái;"Bàn cho trẻ:
- KT: D900 x R500 x C520(mm)
- Mặt bàn bằng gỗ cao su loại AA đã qua tấm sấy, chống mối mọt, cong vênh, dày 18mm, sơn phủ PU bóng Chân bàn bằng thép ống Φ 22 sơn tĩnh điện, có núm bọc bằng cao su, có thể gấp lại dễ dàng, đảm bảo chắc chắn, an toàn Các góc cạnh gia công mép tròn, đảm bảo thẩm mỹ và an toàn khi sử dụng
";2200000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1033;;Ghế cho trẻ;Cái;"Ghế cho trẻ
Kích thước: R280 x S290 mm x C280/560mm
Dung sai kích thước ± 5mm
Vật liệu: Gỗ cao su ghép thanh cao cấp loại 1 (AA) dày 18mm được chứng nhận phù hợp TCVN 8575:2010, đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, sơn phủ bóng cao cấp đảm bảo tính thẩm mỹ Chân gỗ tự nhiên 35 x 35mm, có giằng 50x 18mm quây xung quanh mặt ngồi đảm bảo chắc chắn Sản phẩm được đăng ký nhãn hiệu và sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015, ISO 14001: 2015
";1544000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1034;;Ghế cho giáo viên;Cái;"Ghế cho giáo viên
Kích thước: R320 x S320 mm x C350/600 mm 
Vật liệu: Gỗ sao sughép thanh cao cấp loại 1 (AA) dày 18mm được chứng nhận phù hợp TCVN 8575:2010, đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, sơn phủ bóng cao cấp đảm bảo tính thẩm mỹ Chân gỗ tự nhiên 18 x 55 mm, có giằng 55 x 18mm quây xung quanh mặt ngồi và giằng chân 30 x 18mm đảm bảo chắc chắn Sản phẩm được đăng ký nhãn hiệu và sản xuất bởi nhà sản xuất đạt tiêu chuẩn ISO 9001:2015, ISO 14001: 2015
";1940000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1035;;Bàn làm việc;Cái;"Bàn làm việc:
- Kích thước: R1200xS600xC750 mm
- Mô tả: Chất liệu bằng gỗ cao su loại AA đã qua xử lý chống mối mọt, ẩm mốc, cong vênh, sơn phủ PU cao cấp, mặt bàn dày 25mm, chân bàn dạng tấm dày 18mm, có đệm cao su tại chân bàn, phía trước là tấm quây dày 10mm, Bàn có 1 ngăn kéo, 1 kệ để CPU và 1 khay để bàn phím Bàn có hộc gỗ treo
Mặt bàn có lỗ đi dây điện tiện dụng";9800000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1036;;Ghế làm việc;Cái;"Ghế gập: 
- Kích thước: R480xS515xC890 mm
- Mô tả: Kết cấu vững chắc với khung Inox D22, đệm tựa mút bọc PVC
- Ghế có thể gấp lại tiện dụng";1760000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1037;;Loa vi tính;Bộ;" Loa máy vi tính:                                  
- Công suất  38W, 
- Số lượng kênh : 2,1 kênh
- Kết nối không dây: Bluetooth 50
- Kết nối khác: Đầu AUX IN; Thẻ nhớ SD; USB
- Phím điều khiển: Chỉnh Bass; Phát/dừng chơi nhạc; Tăng/giảm âm lượng
- Gồm 1 loa trầm và 2 loa vệ tinh";5060000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1038;;"Tivi 65"" treo tường + giá treo";Cái;"Google Tivi Sony 4K KD-65X75K
Kích cỡ màn hình: 65 inch
Độ phân giải: 4K
Loại màn hình: Đèn nền: LED nền (Direct LED), 
Hệ điều hành: Google TV
Chất liệu chân đế, Chất liệu viền tivi: Nhựa
Công nghệ hình ảnh:
Công nghệ hình ảnh: Tăng cường tương phản Dynamic Contrast Enhancer, HLG, HDR10, Màu sắc sống động Live Colour, Nâng cấp hình ảnh 4K X-Reality PRO, Chuyển động mượt Motionflow XR 200
Bộ xử lý: Bộ xử lý X1 4K
Tần số quét thực: 60 Hz
Tiện ích:
Điều khiển tivi bằng điện thoại: Android TV
Điều khiển bằng giọng nói: Tìm kiếm giọng nói trên YouTube bằng tiếng Việt, Google Assistant có tiếng Việt
Chiếu hình từ điện thoại lên TV: Chromecast, AirPlay 2
Remote thông minh: Remote tích hợp micro tìm kiếm giọng nói (RMF-TX810V)
Ứng dụng phổ biến: YouTube, Netflix, Galaxy Play (Fim+), Clip TV, FPT Play, VTVcab ON, VieON
Tiện ích thông minh khác: Micro tích hợp trên TV điều khiển giọng nói rảnh tay
Công nghệ âm thanh:
Tổng công suất loa: 20W
Số lượng loa: 2 loa
Âm thanh vòm: Dolby Audio
Kết nối với loa tivi: Có
Các công nghệ khác: Bộ khuếch đại âm thanh S-Master Digital Amplifier, Loa X-Balanced tăng chất lượng âm thanh, Tùy chỉnh âm thanh theo môi trường Clear Phase
Cổng kết nối:
Kết nối Internet: Wi-Fi, Cổng mạng LAN
Kết nối không dây: Bluetooth (Kết nối loa, thiết bị di động)
USB A: 2 cổng USB A
Cổng nhận hình ảnh, âm thanh: 3 cổng HDMI có 1 cổng HDMI eARC (ARC), 1 cổng Composite
Cổng xuất âm thanh: 1 cổng 35 mm, 1 cổng Optical (Digital Audio), 1 cổng eARC (ARC)
Kích thước không chân, treo tường: Ngang ~1462 cm - Cao ~842 cm - Dày ~71 cm
Khối lượng không chân: ~204 Kg";64000000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1039;;Tủ để cây ấm lạnh có giá  để cốc;Cái;"Tủ để cây ấm lạnh có giá để cốc :
- Kích thước tủ : R1100xS400xC1200mm
- Chất liệu bằng gỗ cao su AA đã qua tấm sấy, chống mối mọt, cong vênh, dày 18mm Toàn bộ khung tủ sơn pu bóng Tủ chia làm 2 khoang, 1 khoang để cây ấm lạnh, 1 khoang chia làm 2 ngăn Ngăn trên chia làm 2 đợt, có 2 cánh mở cắt họa tiết CNC hình bông hoa, sâu 250mm Ngăn dưới có 2 đợt giá nan inox 304 để cốc, phía dưới có khay hứng nước bằng inox, bên ngoài là 2 cánh mở tay nắm âm (móc vát) Ngăn tủ dưới sâu 400mm Các góc cạnh gia công mép tròn, đảm bảo thẩm mỹ và an toàn khi sử dụng";13000000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1040;;Cây nước ấm lạnh ;Cái;"CÂY NƯỚC NÓNG LẠNH HÒA PHÁT HWP B2CI:
Loại: Nóng Ấm + Lạnh
Kiểu bình: Âm thân (hút bình)
Nhiệt độ nước nóng: 45 độ C, Lạnh: 10 độ C
Công nghệ làm lạnh: Block
Công suất làm nóng: 450 W Công suất làm lạnh: 
75 W
Gas sử dụng: R134a Nguồn điện áp: b220V/50Hz
Kích thước (Rộng x cao x sâu): 325 x 1055 x 310 
(mm)
Trọng lượng sản phẩm: 14kg
Xuất xứ thương hiệu: Việt Nam Sản xuất tại: 
Trung Quốc
Bảo hành: 28 tháng";15400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1041;;Cốc uống nước;Cái;"Cốc uống nước Inox:
- KT: Ø 7
- Vật liệu: Bằng  inox 304, miệng cốc không có viền, đảm bảo vệ sinh an toàn khi sử dụng";80000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1042;;Tủ để chăn, gối, đệm;Cái;"Tủ để chăn, gối, đệm:
- Kích thước: R1650xS500xC1600mm
- Hình dáng: Tủ chia thành 2 khoang ngang
+ Khoang 1 cao 1200mm (đã gồm chân tủ cao 30-50mm, dưới chân có bánh xe di chuyển) chia thành 5 khoang đứng, 5 cánh mở êm bản lề giảm chấn, tay nắm âm, trong mỗi khoang đứng có 2 đợt ngang chia 1 khoang làm 3 ô, mỗi ô kích thước khoảng R300xS500xC350)
+ Khoang 2 cao 400mm nằm trên khoang 1 dạng hộp kích thước khoảng R1650xS500xC400, không cánh
- Chất liệu bằng gỗ cao su loại AA đã qua xử lý chống mối mọt, ẩm mốc, cong vênh, sơn phủ PU cao cấp dày 18mm, lưng tủ dày 10mm đảm bảo độ bền, an toàn";18000000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1043;;Đệm ngủ;Cái;"Nệm ngủ 
Nệm mầm non cho bé mẫu giáo, nệm chần gòn có chống trượt vải cotton sattin thấm hút tốt kích thước 1200 x 700mm (gòn dầy 300g)";1156000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1044;;Bàn chơi cho trẻ (Bàn Osin);Cái;"Bàn cho trẻ chơi ở các góc (Bàn osin):
- KT: 800 x 800 x 250 mm
- Chất liệu bằng gỗ cao su loại AA đã qua xử lý chống mối mọt, ẩm mốc, cong vênh, độ dày 18mm đã qua sử lý chống ẩm mốc, mối mọt, không cong vênh Sản phẩm thiết kế phù hợp các góc chơi của trẻ";4000000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1045;;Bàn chơi cho trẻ (Bàn Osin) Bán nguyệt;Cái;"Bàn cho trẻ chơi  (Bàn osin) bán nguyệt:
- Kích thước: mặt bàn bán nguyệt bán kính R600 x cao 250 mm
- Vật liệu: Vật liệu: Bằng gỗ cao su AA, mặt bàn dày 18 mm, chân 40x40mm đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, được sơn phủ PU bóng đảm bảo tính thẩm mỹ bền đẹp của sản phẩm Sản phẩm được tạo hình bán nguyệt";3400000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
1046;;Bàn chơi cho trẻ (Bàn Osin) hình thang;Cái;"Bàn cho trẻ chơi (Bàn osin) hình thang:
- Kích thước: Mặt bàn hình thang cân kích thước đáy (1000-500)x H433mm - chiều cao bàn C250mm
- Vật liệu: Bằng gỗ cao su AA, mặt bàn dày 18 mm, chân 60x60mm đã qua xử lý chống ẩm mốc, mối mọt, không cong vênh, được sơn phủ PU bóng đảm bảo tính thẩm mỹ bền đẹp của sản phẩm Sản phẩm thiết kế 02 bàn  hình thang cân ghép lại thành hình lục giác";4000000;405/2025/252/CTTĐG-VNVIC;16/12/2025;…;Bùi Thị Trà Giang
