source,source_label,target,target_label,relation,relation_label
vat_tu/892_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/892_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/892_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/892_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/892_o_cam_keo_dai_da_nang_ket_hop_5_o,Ổ cắm kéo dài đa năng kết hợp 5 ổ,data/spec/892.0,"Ổ cắm kéo dài đa năng kết hợp 5 ổ
Ổ cắm điện có 5 lỗ 3 chấu, đa năng và có 5 công tắc đi kèm
Mỗi ổ cắm đều có nắp che...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/price/5_070_000,5.070.000,co_gia,có giá
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/893_tu_dung_thiet_bi_am_thanh_tu_rack_16u,Tủ đựng thiết bị âm thanh (Tủ rack 16U),data/spec/893.0,"Tủ đựng thiết bị âm thanh (Tủ rack 16U)
Kích thước : 830mm x 600mm x 800mm
Tải trọng : 300 Kg
Vật liệu : Được làm chủ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/894_day_canon,Dây canon,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/894_day_canon,Dây canon,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/894_day_canon,Dây canon,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/894_day_canon,Dây canon,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/894_day_canon,Dây canon,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/894_day_canon,Dây canon,data/price/144_000,144.000,co_gia,có giá
vat_tu/894_day_canon,Dây canon,data/unit/day,Dây,co_don_vi_tinh,có đơn vị tính
vat_tu/894_day_canon,Dây canon,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/894_day_canon,Dây canon,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/894_day_canon,Dây canon,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/894_day_canon,Dây canon,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/894_day_canon,Dây canon,data/spec/894.0,"Dây canon 
 Hỗ trợ kết nối micro với các thiết bị nguồn 48V và soundcard cao cấp. Sản phẩm có hai đầu với một đầu in ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/895_xe_day_loa,Xe đẩy loa,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/895_xe_day_loa,Xe đẩy loa,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/895_xe_day_loa,Xe đẩy loa,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/895_xe_day_loa,Xe đẩy loa,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/895_xe_day_loa,Xe đẩy loa,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/895_xe_day_loa,Xe đẩy loa,data/price/1_720_000,1.720.000,co_gia,có giá
vat_tu/895_xe_day_loa,Xe đẩy loa,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/895_xe_day_loa,Xe đẩy loa,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/895_xe_day_loa,Xe đẩy loa,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/895_xe_day_loa,Xe đẩy loa,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/895_xe_day_loa,Xe đẩy loa,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/895_xe_day_loa,Xe đẩy loa,data/spec/895.0,"Xe đẩy loa
Tải trọng tối đa:300kg
Chất liệu mặt sàn:Thép sơn tĩnh điện
Số tầng để hàng:1 tầng
Chất liệu bánh xeNhựa P...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/price/3_172_000,3.172.000,co_gia,có giá
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/896_tu_dung_ho_so_tai_lieu,Tủ đựng hồ sơ tài liệu,data/spec/896.0,"Tủ đựng hồ sơ tài liệu:
Tủ đựng hồ sơ tài liệu: Tủ gồm 2 khoang, khoang trên có 2 đợt di động, khung cánh kính mở; kh...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/price/2_310_000,2.310.000,co_gia,có giá
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/897_gia_sat_5_tang,Giá sắt 5 tầng,data/spec/897.0,"Giá sắt 5 tầng:
- Kích thước: R1006xS406xC2065mm
- Giá sắt sử dụng 2 mặt có 5 tầng (tính cả đáy và nóc)
-Chất liệu: b...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/898_rem_cau_vong,Rèm cầu vồng,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/898_rem_cau_vong,Rèm cầu vồng,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/898_rem_cau_vong,Rèm cầu vồng,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/898_rem_cau_vong,Rèm cầu vồng,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/898_rem_cau_vong,Rèm cầu vồng,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/price/430_000,430.000,co_gia,có giá
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/unit/m2,m2,co_don_vi_tinh,có đơn vị tính
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/898_rem_cau_vong,Rèm cầu vồng,data/spec/898.0,"Rèm cầu vồng  :
- Kích thước: R1200xC1900 mm,R1300xC1900 mm
- Mô tả: Vải sợi cơ bản polyester 100% với hai vân vải xe...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/price/62_300,62.300,co_gia,có giá
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/899_gio_dung_do_co_dai,Giỏ đựng đồ cỡ đại,data/spec/899.0,"Được làm từ loại nhựa PP 100% nguyên chất không độc tố, không tạp chất.Giỏ có nắp.Kt cả viền 42x30x22cm, kt đáy 37x25cm.",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/price/100_000,100.000,co_gia,có giá
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/900_ro_nhua_gia_may_mau_nau_to_30_x_30cm,Rổ nhựa giả mây màu nâu to  (30 x 30cm),data/spec/900.0,"Chất liệu
Khung sắt tĩnh diện, sợi nhựa mây PP
Kích thước 30×30cm,cao 8cm",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/price/55_000,55.000,co_gia,có giá
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/901_ro_nhua_gia_may_mau_nau_to_30_x_25cm,Rổ nhựa giả mây màu nâu to  (30 x 25cm),data/spec/901.0,"Chất liệu
Khung sắt tĩnh diện, sợi nhựa mây PP
Kích thước 30×25cm,cao 6cm",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/price/40_000,40.000,co_gia,có giá
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/902_ro_nhua_gia_may_mau_nau_to_25_x_20cm,Rổ nhựa giả mây màu nâu to  (25 x 20cm),data/spec/902.0,"Chất liệu
Khung sắt tĩnh diện, sợi nhựa mây PP
Kích thước 25×20cm,cao 5cm",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/price/30_000,30.000,co_gia,có giá
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/unit/cai,Cái,co_don_vi_tinh,có đơn vị tính
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/903_hop_dung_ho_so,Hộp đựng hồ sơ,data/spec/903.0,"Hộp bảo quản tài liệu lưu trữ loại mộc - làm hoàn toàn bằng máy
+ Kích thước: dài - cao - rộng: 36,5cmx26,5cmx(11cm; ...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,concept/second_brain,Second Brain,thuoc_concept,thuộc concept
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/price/55_000_000,55.000.000,co_gia,có giá
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/unit/chiec,chiếc,co_don_vi_tinh,có đơn vị tính
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/appraisal_date/16_12_2025,16/12/2025,co_ngay_tham_dinh,có ngày thẩm định
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/certificate/405_2025_252_cttdg_vnvic,405/2025/252/CTTĐG-VNVIC,co_chung_thu,có chứng thư
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/source/source,…,co_nguon_du_lieu,có nguồn dữ liệu
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/appraiser/bui_thi_tra_giang,Bùi Thị Trà Giang,co_nguoi_tham_dinh,có người thẩm định
vat_tu/904_bep_tu_cong_nghiep_bep_doi,Bếp từ công nghiệp - bếp đôi,data/spec/904.0,"Việt Nam
Bếp từ đôi công nghiệp kính phẳng:Công nghệ: Sản xuất tiêu chuẩn ISO 9001:2015
 - Kích thước (Dài x Rộng xCa...",co_thong_so_ky_thuat,có thông số kỹ thuật
vat_tu/905_bep_xao_tu_cong_nghiep_kinh_lom_chao_roi_bep_don,"Bếp xào từ công nghiệp kính lõm, chảo rời - bếp đơn",concept/gia_tham_chieu,Giá tham chiếu,thuoc_concept,thuộc concept
vat_tu/905_bep_xao_tu_cong_nghiep_kinh_lom_chao_roi_bep_don,"Bếp xào từ công nghiệp kính lõm, chảo rời - bếp đơn",concept/nguon_du_lieu,Nguồn dữ liệu,thuoc_concept,thuộc concept
vat_tu/905_bep_xao_tu_cong_nghiep_kinh_lom_chao_roi_bep_don,"Bếp xào từ công nghiệp kính lõm, chảo rời - bếp đơn",concept/quy_tac_chon_gia,Quy tắc chọn giá,thuoc_concept,thuộc concept
vat_tu/905_bep_xao_tu_cong_nghiep_kinh_lom_chao_roi_bep_don,"Bếp xào từ công nghiệp kính lõm, chảo rời - bếp đơn",concept/vat_tu_tuong_tu,Vật tư tương tự,thuoc_concept,thuộc concept
